graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Bordetella bronchiseptica,False,33,1,0,0.0,6,2.393939393939394,4,1.25,1.0,0.4330127018922193,2,0.38195603243949244,0.03620452985586822,0.9111187371310913,"[0.9310226492793411, 0.9474948524365133, 1.0, 0.9474948524365133, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.9310226492793411, 0.9111187371310913, 0.9999999999999999, 0.9999999999999999, 0.9310226492793411, 0.9636238846945778, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9310226492793411, 0.9474948524365133, 0.9474948524365133, 0.9474948524365133, 0.9474948524365133, 0.9999999999999999, 0.9474948524365133, 0.9474948524365133, 0.9636238846945778, 0.9999999999999999, 0.9999999999999999, 0.9474948524365133, 0.9474948524365133, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.9474948524365133]","[0.14136582017844887, 0.6348112560054908, 0.2801201098146878, 0.025360329444063145, 0.08562457103637615, 0.5180336307481127, 0.5554049416609473, 0.11263898421413866, 0.13425875085792727, 0.39207961564859295, 0.5020144131777626, 0.004715168153740563, 0.2147803706245711, 0.0438846945778998, 0.5012560054907343, 0.25924159231297195, 0.07165751544269046, 0.2136204529855869, 0.11609128345916268, 0.24218599862731646, 0.09824296499656832, 0.07487302676733014, 0.15634522992450245, 0.16366163349347979, 0.2636204529855869, 0.48188743994509275, 0.5167776252573782, 0.5551887439945093, 0.08347975291695266, 0.47168496911461916, 0.4599279341111875, 0.4883527796842829, 0.16220315717227188]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036376115305422105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9474948524365133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01990391214824983, 0.0]","[0.0, 0.0, 0.0, 0.013, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026, 0.031, 0.0, 0.022, 0.069, 0.0, 0.0, 0.0, 0.034, 0.0, 0.017, 0.0, 0.031, 0.972, 0.0, 0.0, 0.0, 0.048, 0.0, 0.034, 0.03, 0.015]",1.8019850254058838,12303.908878087997,405.45078206062317,871.8804779052734
BT474 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,6,2.875,81,1.0,1.0,0.0,1,0.0124735506447754,0.0031645569620253164,0.0379746835443038,"[0.7531645569620253, 0.5174050632911393, 0.5846518987341772, 0.6637658227848101, 0.9549050632911392, 0.6637658227848101, 0.6321202531645569, 0.25474683544303794, 0.6795886075949368, 0.35838607594936706, 0.9968354430379747, nan, nan, nan, nan, nan]","[0.16386075949367612, 0.21391613924051175, 0.1212420886075974, 0.18196202531645955, 0.3843591772151833, 0.15330696202532, 0.12908227848101572, 0.15780854430380267, 0.1650474683544357, 0.13476265822785194, 0.17607594936709453, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.07357594936708858, 0.2824367088607596, 0.014240506329113924, 0.024525316455696205, 0.05379746835443039, 0.0, 0.18591772151898733, 0.09651898734177214, 0.0, nan, nan, nan, nan, nan]","[0.002, 0.003, 0.065, 0.764, 0.031, 0.051, 0.049, 0.008, 0.182, 0.382, 0.001, nan, nan, nan, nan, nan]",4.407736778259277,1155.7376279830933,2148.6760201454163,86.84747886657715
Budding Yeast Cell Cycle,False,20,1,4,0.2,6,2.1,32,1.875,1.0,1.8157298807917437,11,0.022110413511850897,0.026059322033898304,0.08220338983050847,"[0.5322033898305085, 0.8466101694915255, 0.597457627118644, 0.47881355932203384, 0.9483050847457628, 0.8466101694915253, 0.9999999999999999, 0.6974576271186441, 0.47881355932203384, 1.0, 0.7991525423728814, 0.7127118644067797, 0.9572033898305085, 0.44576271186440675, 0.9483050847457626, 0.8466101694915253, nan, nan, nan, nan]","[0.5094830508474578, 0.5894025423728799, 0.25387711864406737, 0.3476991525423721, 0.6417330508474565, 0.11989830508474586, 0.2446864406779657, 0.14653389830508481, 0.20000423728813502, 0.5430889830508473, 0.06703813559322042, 0.42233898305084594, 0.34019491525423573, 0.20821610169491506, 0.10322881355932223, 0.362999999999999, nan, nan, nan, nan]","[0.22627118644067795, 0.21059322033898303, 0.0, 0.09745762711864407, 0.0, 0.0, 0.0, 0.0, 0.09745762711864407, 0.0, 0.0, 0.23516949152542374, 0.0, 0.0, 0.3779661016949152, 0.0, nan, nan, nan, nan]","[0.244, 0.22, 0.195, 0.376, 0.03, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.24, 0.095, 0.0, 0.439, 0.0, nan, nan, nan, nan]",3.80012583732605,3218.3240761756897,868.6187589168549,149.062402009964
Budding Yeast Cell Cycle 2009,False,18,1,0,0.0,6,3.2777777777777777,1,11.0,11.0,0.0,11,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06, 1.0, 1.0, 0.32, 0.48, 0.69, 0.71, 0.26, 1.0, 1.0, 0.09, 0.28, 1.0, 0.39, 0.45, 0.75, 0.1, 0.36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.4865710735321045,3466.753138065338,3.0994415283203125e-05,182.97580909729004
Cardiac development,False,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.11287763931355446,0.23930678466076696,0.25663716814159293,"[0.5036873156342183, 0.5036873156342183, 0.5036873156342183, 0.7389380530973451, 0.5162241887905605, 0.5036873156342183, 0.7536873156342183, 0.5036873156342183, 0.2662241887905605, 0.7625368731563422, 0.5162241887905604, 0.48893805309734517, 0.5036873156342183, 0.7625368731563422, nan]","[0.5024926253687336, 0.5041887905604737, 0.5030899705014771, 0.028635693215339274, 0.1373525073746311, 0.20326696165191738, 0.13698377581120927, 0.040331858407079674, 0.025132743362831875, 0.25527286135693245, 0.5065191740412999, 0.12670353982300875, 0.5040412979351053, 0.255840707964602, nan]","[0.0, 0.0, 0.0, 0.014749262536873156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.003, 0.003, 1.0, 0.007, 0.0, 0.006, 0.0, 0.0, 0.009, 0.006, 0.0, 0.009, 0.004, 0.0, nan]",1.595088005065918,1362.6370568275452,227.12138295173645,94.08076906204224
Cell Cycle Transcription by Coupled CDK and Network Oscillators,False,9,1,0,0.0,4,2.111111111111111,2,3.0,3.0,2.0,5,0.26853932584269663,0.5,0.7685393258426966,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36035955056179786, 0.31424719101123627, 0.6541573033707868, 0.11323595505617971, 0.3487865168539328, 0.36573033707865193, 0.5849887640449443, 0.06471910112359552, 0.5773033707865173]","[0.23146067415730337, 1.0, 0.23146067415730337, 0.23146067415730337, 0.23146067415730337, 0.0, 0.23146067415730337, 1.0, 0.0]","[0.12, 0.83, 0.044, 0.223, 0.158, 0.047, 0.055, 0.91, 0.188]",0.2755849361419678,293.97126817703247,6.78322696685791,30.77925395965576
Cholesterol Regulatory Pathway,False,34,1,0,0.0,3,1.2647058823529411,15,9.066666666666666,12.0,4.864383025854587,12,0.08355050841172076,0.008251676121712223,0.23027333677153172,"[0.6480144404332131, 0.6480144404332131, 0.6480144404332131, 0.6480144404332131, 0.6480144404332131, 1.0, 1.0, 0.6035327488396081, 1.0, 0.41774110366168127, 0.6480144404332131, 0.6480144404332131, 1.0, 0.6480144404332131, 0.6480144404332131, 0.7973182052604436, 0.6480144404332131, 0.6480144404332131, 0.6480144404332131, 0.7973182052604436, 0.7973182052604436, 1.0, 0.7973182052604436, 0.6480144404332131, 0.7973182052604436, 0.44984528107271793, 0.6480144404332131, 1.0, 0.6480144404332131, 0.6480144404332131, 0.4177411036616813, 1.0, 0.6480144404332131, 1.0]","[0.6075296544610624, 0.6002423929860755, 0.6059102630221765, 0.6067199587416193, 0.616436307374935, 0.3799329551315121, 0.5682826199071687, 0.5072202166064994, 0.56043321299639, 0.32725244971635, 0.6059102630221767, 0.6148169159360493, 0.3216683857658596, 0.6075296544610628, 0.607529654461062, 0.47464156781846284, 0.6140072202166067, 0.6099587416193916, 0.609149045899948, 0.7146931407942236, 0.5369172253739035, 0.3093514698298104, 0.7379834966477563, 0.6131975244971637, 0.7205157297576064, 0.44382671480144437, 0.6018617844249621, 0.6232284682826199, 0.6002423929860758, 0.608339350180505, 0.20804409489427567, 0.599680247550284, 0.5022266632284693, 0.5996802475502837]","[0.0, 0.0, 0.4177411036616813, 0.0, 0.0, 0.2084837545126354, 0.017148014440433214, 0.351985559566787, 0.039711191335740074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025270758122743684, 0.4177411036616813, 0.0, 0.4138731304796287, 0.0, 0.0, 0.0, 0.017148014440433214, 0.0, 0.0, 0.0, 0.4177411036616813, 0.0, 0.024239298607529658]","[0.0, 0.0, 0.22, 0.0, 0.0, 0.227, 0.21, 1.0, 0.226, 0.001, 0.001, 0.214, 0.001, 0.0, 0.0, 0.011, 0.0, 0.0, 0.0, 0.0, 0.234, 0.252, 0.0, 0.238, 0.001, 0.0, 0.0, 0.209, 0.237, 0.218, 0.0, 0.242, 1.0, 0.262]",18.373881101608276,24427.382071971893,3213.9313640594482,880.5346150398254
Cortical Area Development,False,5,1,0,0.0,4,2.8,2,1.0,1.0,0.0,1,0.375,0.5,0.875,"[1.0, 0.875, 1.0, 1.0, 1.0]","[0.23625, 0.26625, 0.0825, 0.05875, 0.12875]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.115, 0.0, 0.132, 0.112, 0.0]",0.16956496238708496,91.74890112876892,3.168983221054077,11.408148050308228
Death Receptor Signaling,False,28,1,3,0.10714285714285714,4,1.6071428571428572,52,3.923076923076923,3.5,2.673561107228118,8,0.02695619460692896,0.006602021869197442,0.1060449762739839,"[0.9999999999999999, 0.9707035279554362, 0.5112440684959769, 0.8372188982876005, 0.7175572519083968, 0.9999999999999999, 0.9999999999999999, 0.998555807716113, 0.7002269445017537, 0.9999999999999999, 0.9851454507943056, 0.9999999999999999, 0.8780689086032597, 0.9999999999999999, 0.282442748091603, 0.9880338353620796, 0.2616051165669486, 0.5494120074272746, 0.9999999999999999, 0.9546110996492675, 0.8372188982876005, 0.9999999999999999, 0.9999999999999999, 0.9707035279554362, 0.8196822776975449, nan, nan, nan]","[0.4301010934598746, 0.6995378584691645, 0.4579781308025614, 0.6826923870435396, 0.6225871673200012, 0.39024757582009395, 0.39383329894780267, 0.7494862801733088, 0.40556632968846784, 0.5830740664328531, 0.28937280792242226, 0.3779471838250451, 0.17150608623890867, 0.5690158861151312, 0.3169527542809943, 0.3591726841345142, 0.3152465442541736, 0.5511636063544523, 0.5394965958324797, 0.26813699195378254, 0.7262636682484085, 0.638755931504033, 0.4895399216009962, 0.7517577883226803, 0.21611718588817508, nan, nan, nan]","[0.14091190427068287, 0.14235609655456982, 0.14400660202186918, 0.0, 0.0, 0.14895811842376727, 0.14235609655456982, 0.0, 0.10460078399009698, 0.11264699814318135, 0.09284093253558903, 0.13204043738394883, 0.14400660202186918, 0.0, 0.0, 0.1330720033010109, 0.0, 0.0, 0.22488136991953786, 0.14400660202186918, 0.0, 0.0, 0.11697957499484217, 0.12915205281617495, 0.0, nan, nan, nan]","[0.804, 0.198, 0.25, 0.051, 0.308, 0.23, 0.235, 0.0, 0.27, 0.262, 0.791, 0.068, 0.274, 0.072, 0.187, 0.085, 0.225, 0.197, 0.504, 0.227, 0.0, 0.0, 0.33, 0.069, 0.331, nan, nan, nan]",21.71655011177063,11658.171597003937,5581.450529098511,415.4844570159912
Fanconi anemia and checkpoint recovery,False,15,1,0,0.0,8,4.4,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01, 0.12, 0.23, 0.09, 0.02, 0.14, 0.33, 0.3, 0.04, 0.24, 0.08, 0.1, 0.06, 0.02, 0.01]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.679337978363037,1981.5366518497467,2.5033950805664062e-05,147.78280520439148
HCC1954 Breast Cell Line Long-term ErbB Network,False,25,1,4,0.16,6,2.8,294,1.0,1.0,0.0,1,0.0037783443993613043,0.001336898395721925,0.02339572192513369,"[0.994318181818182, 0.5096925133689839, 1.0000000000000002, 0.5728609625668449, 0.5915775401069518, 1.0000000000000002, 0.9204545454545454, 0.5915775401069518, 0.5785427807486632, 1.0000000000000002, 0.9903074866310163, 0.07987967914438503, 0.696524064171123, 0.4321524064171123, 0.6657754010695187, 0.7697192513368984, 1.0000000000000002, 0.9983288770053477, 0.5200534759358288, 0.9735962566844921, 1.0000000000000002, nan, nan, nan, nan]","[0.5788970588234268, 0.6550401069517565, 0.5846524064170128, 0.49085561497317537, 0.5529712566843963, 0.6650334224597739, 0.5117479946523155, 0.6545254010694049, 0.49889705882344193, 0.6507620320854482, 0.6492947860961428, 0.5033489304811941, 0.49142713903734453, 0.5067814171122098, 0.5997927807485588, 0.6509926470587075, 0.5195320855614061, 0.4856517379678283, 0.6560093582886565, 0.5586831550801176, 0.6797693850266093, nan, nan, nan, nan]","[0.2844251336898395, 0.8479278074866308, 0.0006684491978609625, 0.0, 0.24565508021390398, 0.10026737967914444, 0.0006684491978609625, 0.09358288770053481, 0.0, 0.0, 0.0, 0.2540106951871658, 0.4802807486631015, 0.17179144385026746, 0.04745989304812833, 0.031417112299465234, 0.0, 0.16945187165775408, 0.8358957219251336, 0.01036096256684492, 0.0, nan, nan, nan, nan]","[0.306, 1.0, 0.016, 0.019, 0.452, 0.431, 0.021, 0.452, 0.004, 0.447, 0.012, 0.55, 0.741, 0.454, 0.748, 0.239, 0.045, 0.495, 1.0, 0.072, 0.243, nan, nan, nan, nan]",47.8544340133667,8399.140734910965,25537.613081932068,515.717376947403
HCC1954 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,6,2.875,89,1.0,1.0,0.0,1,0.01302204438980732,0.002297090352220521,0.04134762633996937,"[0.47166921898928027, 0.9532924961715159, 0.6447166921898928, 0.48162327718223585, 0.5168453292496172, 0.6416539050535988, 0.41960183767228176, 0.9999999999999998, 0.3568147013782543, 0.6416539050535988, 0.6416539050535988, nan, nan, nan, nan, nan]","[0.1348928024502238, 0.35774119448700575, 0.14846860643184745, 0.24858346094946804, 0.14241194486982575, 0.1403522205206679, 0.13890505359876895, 0.3812174578867126, 0.12986983154670173, 0.1771669218989243, 0.13614854517610456, nan, nan, nan, nan, nan]","[0.06891271056661563, 0.0030627871362940277, 0.30398162327718237, 0.017611026033690663, 0.0, 0.01607963246554365, 0.06891271056661563, 0.0, 0.06891271056661563, 0.2833078101071975, 0.0, nan, nan, nan, nan, nan]","[0.069, 0.032, 0.741, 0.032, 0.0, 0.042, 0.072, 0.0, 0.066, 0.755, 0.001, nan, nan, nan, nan, nan]",4.410336017608643,1298.0799939632416,2679.775195121765,89.33309316635132
Human Gonadal Sex Determination,False,19,1,0,0.0,10,4.157894736842105,3,1.0,1.0,0.0,1,0.2365984521143829,0.45918367346938777,0.5389030612244898,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5408163265306123, 0.9980867346938775, 1.0, 0.5389030612244898, 0.5408163265306123, 0.5389030612244898, 0.5389030612244898, 1.0, 0.5389030612244898, 0.9980867346938775, 1.0, 0.5389030612244898, 1.0, 0.5408163265306123]","[0.07228954081632637, 0.2295535714285711, 0.0569196428571427, 0.011664540816326539, 0.1620599489795916, 0.49920918367346895, 0.011645408163265312, 0.13056122448979576, 0.0666326530612244, 0.4942538265306119, 0.12160714285714272, 0.012385204081632661, 0.006938775510204084, 0.051434948979591735, 0.19132015306122427, 0.011530612244897966, 0.022442602040816335, 0.050676020408163075, 0.23276147959183632]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.002, 0.001, 0.0, 0.002, 0.001, 0.0, 0.0, 0.001, 0.0, 0.0]",5.554975986480713,4851.3309988975525,1339.045283794403,261.9528570175171
Iron acquisition and oxidative stress response in aspergillus fumigatus,False,22,1,2,0.09090909090909091,6,1.7272727272727273,4,5.5,5.5,3.5,9,0.020133955527586542,0.24529633113828786,0.28222013170272814,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5305738476011289, nan, nan]","[0.06292097836312326, 0.6091909689557852, 1.0000000000000049, 1.0000000000000049, 0.7559360301034821, 0.5714393226716834, 1.0000000000000049, 1.0000000000000049, 1.0000000000000049, 1.0000000000000049, 1.0000000000000049, 0.6869614299153335, 0.5938852304797738, 0.5932737535277511, 0.4014393226716837, 1.0000000000000049, 0.6841392285983063, 1.0000000000000049, 1.0000000000000049, 0.08347130761994359, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]",1.8029470443725586,3892.0948300361633,163.11212801933289,161.7963469028473
Lac Operon,False,13,1,3,0.23076923076923078,4,1.6923076923076923,9,1.0,1.0,0.0,1,0.040577002184163935,0.1205733558178752,0.14502529510961215,"[0.7183811129848229, 0.7183811129848229, 1.0, 0.2790893760539629, 0.7183811129848229, 0.7183811129848229, 0.4097807757166948, 0.5430016863406408, 0.7386172006745363, 0.7183811129848229, nan, nan, nan]","[0.30155986509274874, 0.4919730185497474, 0.18231871838111285, 0.12918212478920724, 0.19464586846542978, 0.4956323777403036, 0.07559021922428319, 0.5049578414839799, 0.11794266441821234, 0.34823777403035405, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]","[0.001, 0.0, 0.004, 0.0, 0.0, 0.006, 0.001, 0.002, 0.003, 0.006, nan, nan, nan]",0.34206700325012207,695.3131430149078,43.658607959747314,50.5304901599884
Lymphoid and myeloid cell specification and transdifferentiation,False,33,1,2,0.06060606060606061,10,2.8484848484848486,11,1.1818181818181819,1.0,0.38569460791993504,2,0.06835013303407847,0.054936089203154743,0.2289910252923579,"[0.8988305683981508, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 0.7965732934457439, 0.6954038618438945, 1.0000000000000002, 0.7965732934457439, 0.9975523524612457, 0.5213489257546913, 1.0000000000000002, 0.7965732934457439, 0.6954038618438945, 0.8988305683981508, 0.49224911612727773, 0.6954038618438945, 1.0000000000000002, 0.7965732934457439, 0.8988305683981508, 0.8988305683981508, 0.8988305683981508, 1.0000000000000002, 0.7965732934457439, 0.7965732934457439, 1.0000000000000002, 0.8988305683981508, 1.0000000000000002, 1.0000000000000002, 0.6954038618438945, 0.7965732934457439, 1.0, nan, nan]","[0.4702692412292639, 0.28137068262170367, 0.2915420179494165, 0.5708077236877898, 0.002202882784878979, 0.25090834919771665, 0.23179222192004417, 0.12477563230894756, 0.11161544737557808, 0.2562170247484375, 0.5016018493336964, 0.07140059831384271, 0.04836551536578724, 0.44506935001359865, 0.23391623606200795, 0.0027522436769105286, 0.5709790590155025, 0.015259722599945647, 0.10198259450639113, 0.5331547457166171, 0.2561871090562968, 0.540587435409302, 0.12396790862115863, 0.1303617079140604, 0.2851917323905368, 0.0380527604025019, 0.5609545825401147, 0.23963013326081137, 0.0022518357356540674, 0.1199483274408486, 0.17129725319554, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8988305683981508, 0.0, 0.0, 0.057383736741909164, 0.0, 0.0, 0.057383736741909164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]","[0.0, 0.0, 0.0, 0.004, 0.096, 0.913, 0.002, 0.0, 0.087, 0.051, 0.0, 0.111, 0.0, 0.097, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.039, 0.0, 0.0, 0.0, 0.0, 0.045, 0.006, 0.202, nan, nan]",10.33025312423706,18010.859800100327,9964.51458287239,1136.472512960434
Mammalian Cell Cycle,False,20,1,1,0.05,5,2.55,3,1.0,1.0,0.0,1,0.2325086435568197,0.4948186528497409,0.5006476683937824,"[0.9954663212435233, 0.9954663212435233, 0.5006476683937824, 0.9954663212435233, 0.5006476683937824, 0.9954663212435233, 0.5006476683937824, 0.9954663212435233, 1.0, 0.9954663212435233, 1.0, 0.5006476683937824, 0.5006476683937824, 0.9954663212435233, 0.5006476683937824, 0.5006476683937824, 0.9954663212435233, 0.5006476683937824, 0.5006476683937824, nan]","[0.043445595854922255, 0.09344559585492221, 0.5017551813471502, 0.18285621761658047, 0.10768134715025905, 0.5117681347150254, 0.23793393782383443, 0.08356865284974091, 0.17262953367875652, 0.1134909326424869, 0.05358160621761647, 0.5021761658031084, 0.2479792746113991, 0.04344559585492227, 0.26287564766839394, 0.01873704663212436, 0.5020854922279784, 0.501748704663212, 0.028290155440414515, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.002, 0.0, 0.0, 0.006, 0.001, nan]",0.42984795570373535,2764.1697039604187,91.33935904502869,170.3126199245453
Mammalian Cell Cycle 2006,False,10,1,0,0.0,6,3.5,2,4.0,4.0,3.0,7,0.006686478454680511,0.5,0.5066864784546805,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5066864784546805, 1.0, 1.0, 1.0, 0.5066864784546805]","[0.635185735512629, 0.38439821693907883, 0.7669242199108462, 0.044398216939078756, 0.1679940564635958, 0.5004011887072809, 0.1289301634472511, 0.06946508172362556, 0.07959881129271917, 0.11386329866270431]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.4478940963745117,586.9341940879822,38.261762857437134,56.746498107910156
Metabolic Interactions in the Gut Microbiome,False,12,1,1,0.08333333333333333,5,2.5,39,1.0,1.0,0.0,1,0.021371837819780835,0.01818181818181818,0.06737967914438503,"[1.0, 0.1229946524064171, 1.0, 0.5122994652406417, 0.5165775401069519, 1.0, 1.0, 0.5122994652406417, 0.5122994652406418, 1.0, 0.5197860962566845, nan]","[0.1267807486631006, 0.06943315508021342, 0.12374331550802055, 0.5244171122994624, 0.5088983957219234, 0.28998930481283575, 0.10722994652406335, 0.5079251336898376, 0.21235294117647144, 0.12127272727272631, 0.503540106951869, nan]","[0.05668449197860962, 0.0, 0.05668449197860962, 0.0, 0.9978609625668454, 0.5454545454545456, 0.05668449197860962, 0.9978609625668454, 0.0, 0.1443850267379679, 0.9839572192513374, nan]","[0.068, 0.0, 0.072, 0.0, 1.0, 0.576, 0.061, 1.0, 0.0, 0.144, 1.0, nan]",1.2657859325408936,614.662791967392,431.71782994270325,59.516496896743774
Neurotransmitter Signaling Pathway,False,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.013851410633309342,0.2519887693027609,0.2648572765559195,"[1.0, 1.0, 0.5072531586335984, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5264389330837622, 1.0, 1.0, 1.0, 1.0, 0.5072531586335984]","[0.73954141319607, 0.5700000000000017, 0.15970987365465603, 0.5300000000000015, 0.7632194665418816, 0.4100000000000006, 0.38898923724847934, 0.38581656527842795, 0.7916331305568555, 0.5400000000000015, 0.4984136640149755, 0.7774262985493685, 0.4021385119326162, 0.8058399625643422, 0.3163453439401026, 0.501160505381377]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.4907991886138916,1892.858139038086,26.129895210266113,118.37437415122986
Oxidative Stress Pathway,False,19,1,1,0.05263157894736842,4,1.6842105263157894,2,5.0,5.0,4.0,9,0.039287457296242057,0.5,0.5392874572962421,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.7604294777940455, 0.774250854075158, 0.7788579795021957, 0.6268228404099554, 0.5168228404099556, 0.677501220107369, 0.5104294777940455, 0.7926793557833084, 0.7788579795021957, 0.3748218643240605, 0.7834651049292333, 0.2711078574914594, 0.4581795998047826, 0.7604294777940455, 0.5575012201073689, 0.742000976085895, 0.5673938506588576, 0.7834651049292333, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.7712099552154541,3125.3798820972443,27.27201509475708,166.99793100357056
