graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_time,stochastic_model_time
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,4,4.0,4.0,0.0,4,0.1549454611589885,0.24954954954954955,0.4666666666666667,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7518018018018018, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.52, 0.56, 0.48, 0.23, 0.23, 0.575, 0.515, 0.45, 0.555, 0.25747747747747746, 0.52, 0.055, 0.14503603603603601, 0.445, 0.14007207207207203, 0.515, 0.215, 0.565, nan]",0.38857197761535645,65.76374197006226
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,25,1.8,1.0,1.2649110640673518,4,0.026647840848275116,0.05625,0.07578125,"[0.5179687500000001, 0.49765625, 0.7390625000000002, 0.50234375, 0.86953125, 0.875, 0.48671875, 0.7390625000000002, 0.25, nan, nan, nan, nan]","[0.2818281250000002, 0.1494218749999999, 0.5521953125000018, 0.49992968750000005, 0.2814648437499999, 0.28057421875, 0.14093359375000017, 0.568683593750002, 0.14437890625000013, nan, nan, nan, nan]",0.3728151321411133,66.80098700523376
T cell differentiation,True,23,1,4,0.17391304347826086,5,1.4782608695652173,16,3.0,3.0,0.0,3,0.010020490949141135,0.06154910096818811,0.08326417704011065,"[1.0, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 0.5103734439834025, 0.5579529737206086, 1.0, 1.0, 0.5441217150760719, 1.0, 0.5042876901798063, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan, nan, nan, nan]","[1.0, 0.305, 0.33, 0.06731396957123098, 1.0, 0.525, 0.5004149377593362, 0.5005795297372062, 0.22884094052558787, 0.525, 0.49823513139695713, 1.0, 0.24452835408022153, 0.500207468879668, 0.4393526970954359, 0.505, 0.23, 0.475, 0.8787053941908698, nan, nan, nan, nan]",1.4037001132965088,221.7608871459961
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,53,1.3018867924528301,1.0,0.4590764173809978,2,0.009325502436563422,0.018582243633860976,0.03922918100481762,"[0.8699242945629732, 1.0, 0.7136958017894012, 0.6958017894012388, 0.8699242945629732, 0.8403303509979353, 1.0, 0.33103922918100487, 1.0, 0.6448726772195457, 0.2615278733654508, nan, nan, nan, nan, nan]","[0.07266345492085338, 0.2053750860289057, 0.09238816242257387, 0.06505849965588434, 0.04390915347556779, 0.09048864418444587, 0.21499999999999997, 0.06369924294562976, 0.07999999999999999, 0.03652443220922231, 0.07128011011699939, nan, nan, nan, nan, nan]",1.3588430881500244,206.1001980304718
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.155, 0.235, 0.23, 0.115, 0.23, 0.225, 0.285, 0.235, 0.075, 0.24, 0.2, 0.265, 0.225, 0.05, 0.245, 0.24, 0.23, 0.12]",0.07357501983642578,6.770557880401611
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.0034857248182301823,0.015359070153590702,0.0253217102532171,"[0.8542963885429639, 0.5043586550435866, 0.510585305105853, 0.5500207555002076, 0.510585305105853, 0.5163968451639684, 0.510585305105853, 0.3893731838937318, 0.5043586550435866, 0.5163968451639684, 0.5043586550435866, 0.398505603985056, 1.0, 0.7525944375259443, 0.8542963885429639, 0.8542963885429639, 0.8542963885429639, 0.7501037775010377, nan, nan, nan, nan, nan, nan]","[0.5460585305105852, 0.5003051058530512, 0.49989414694894113, 0.033003320880033195, 0.4990473225404731, 0.5001639684516397, 0.49915317559153194, 0.2513449564134494, 0.5000000000000001, 0.49836031548360327, 0.4999128268991282, 0.06768576172685761, 0.49999999999999994, 0.25125778331257875, 0.49291407222914074, 0.47519925280199266, 0.4610273972602741, 0.24953300124532973, nan, nan, nan, nan, nan, nan]",1.980729103088379,301.68194580078125
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,16,2.0,1.0,1.9364916731037085,7,0.028035165063907873,0.063297350343474,0.11040235525024533,"[0.8429833169774288, 0.9308145240431794, 0.36113837095191365, 0.4352306182531894, 0.7311089303238468, 0.7311089303238468, 0.32335623159960747, 1.0, 0.40775269872423947, 0.8881256133464179, 0.2688910696761531, 0.8930323846908734, 0.7311089303238468, 0.3503434739941119, nan, nan, nan]","[0.17817958783120688, 0.5323086359175677, 0.07524779195289504, 0.34807899901864503, 0.4884445534838075, 0.5023110893032385, 0.15845436702649654, 0.2686604514229634, 0.12076300294406278, 0.3499852796859661, 0.2503802747791946, 0.4921393523061828, 0.5092443572129539, 0.2036187438665356, nan, nan, nan]",0.6002061367034912,100.98378109931946
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,2,4.5,4.5,1.5,6,0.4971046770601336,0.5,0.9971046770601336,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.40984075723830743, 1.0, 0.4858251670378615, 0.16481180400890863, 0.20989866369710466, 1.0, 1.0, 0.3548407572383073, 0.3551737193763918, 0.435, 1.0, 0.05997104677060133, 0.775, 0.204695991091314, 0.525, 0.765, 0.18495657015590197, 0.9991603563474378, 0.4696670378619155, 0.475, 0.4895657015590203, 0.20001447661469934, 0.5744354120267263, 0.529695991091314, 0.9993630289532289, 1.0, 1.0, 1.0, 0.5295801781737196, 0.4864910913140305, 1.0, 1.0, 0.5295222717149223]",1.0243029594421387,123.3229501247406
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,4,14.0,12.5,11.640446726822816,30,0.1679795387023499,0.292239010989011,0.41483516483516486,"[1.0, 1.0, 1.0, 1.0, 0.6078296703296704, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1660130494505495, 0.5802781593406611, 0.9996668956043965, 0.3848385989010994, 0.5164423076923096, 0.3975274725274734, 0.5201751373626391, 0.30330357142857145, 0.9997012362637375, 0.9996600274725287, 0.1370535714285715, 0.19965659340659342, 0.8047046703296706, 0.41784684065934113, 0.19370535714285722, 0.6779704670329691, 0.16096153846153854, 0.3254429945054946]",2.128377914428711,200.50782108306885
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.021146953405017932,0.5,0.5211469534050179,"[1.0, 1.0, 1.0, 1.0, 0.5211469534050179, 1.0, 1.0, 0.5211469534050179, 0.5211469534050179, 1.0, 0.5211469534050179, 0.5211469534050179, 1.0, 1.0, nan]","[1.0, 1.0, 1.0, 0.02239426523297491, 0.25845161290322577, 0.495, 0.22281720430107524, 0.057817204301075266, 0.007394265232974911, 0.49936559139784953, 0.49957706093189946, 0.1763369175627239, 1.0, 0.4976738351254481, nan]",1.047523021697998,13.140357971191406
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,2,4.0,4.0,3.0,7,0.19144144144144146,0.5,0.6914414414414415,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6041216216216214, 0.6152927927927926, 0.8518918918918916, 0.22131756756756749, 0.5753490990990989, 0.5849774774774773, 0.8472635135135134, 0.1863738738738738, 0.864234234234234]",0.07189106941223145,9.26477599143982
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,4,1.0,1.0,0.0,1,0.04514308582810666,0.24660194174757283,0.31703442188879083,"[0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5618711385701677, 0.5654015887025596, 0.7551632833186231, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.6829655781112092, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.6829655781112092, 1.0, 1.0, 0.6829655781112092, 0.5654015887025596, 0.6829655781112092, 1.0, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 0.5654015887025596, 1.0, 0.5654015887025596, 0.5654015887025596]","[0.4993459841129744, 0.5000000000000001, 0.49215180935569286, 0.5026160635481023, 0.49803795233892323, 0.23217299205648717, 0.49672992056487225, 0.5024748455428066, 0.5026160635481022, 0.25140776699029194, 0.5019620476610769, 0.4888817299205651, 0.25282700794351276, 0.4934598411297441, 0.4914977934686673, 0.2276813768755517, 0.5039240953221535, 0.5000000000000001, 0.4934598411297442, 0.5128075904677846, 0.24523212709620476, 0.2428058252427185, 0.4981703442188879, 0.4895357458075908, 0.5036593115622242, 0.2320609002647842, 0.5019620476610769, 0.4954218887908209, 0.509156222418358, 0.5045781112091791, 0.13042630185348628, 0.485, 0.5006540158870254, 0.4947678729037953]",0.31206417083740234,67.17479920387268
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,3.0,3.0,0.0,3,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.47, 0.735, 0.405, 0.195, 0.395]",0.020622968673706055,1.482511043548584
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,1,3.0,3.0,0.0,3,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.095, 0.365, 0.18, 0.03, 0.205, 0.275, 0.245, 0.09, 0.24, 0.135, 0.25, 0.095, 0.045, 0.01]",0.7969870567321777,16.115371227264404
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.018565025287065603,0.24719673802242612,0.27726809378185524,"[0.5158002038735984, 0.744138634046891, 0.7716615698267075, 0.5158002038735984, 0.5158002038735984, 0.5158002038735984, 0.5158002038735984, 0.744138634046891, 0.744138634046891, nan, nan]","[0.4990519877675842, 0.5073241590214067, 0.25065749235474066, 0.49715596330275247, 0.5028440366972473, 0.5006320081549438, 0.4990519877675841, 0.48779306829765545, 0.24732415902140673, nan, nan]",0.03906702995300293,5.057449102401733
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,6,3.0,1.0,2.8284271247461903,7,0.06779804499667591,0.163915547024952,0.25566218809980806,"[0.8291746641074855, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 0.9999999999999998, nan, nan]","[0.027948176583493276, 0.3, 0.7042456813819572, 0.6269462571976953, 0.29884452975048, 0.25999999999999995, 0.5099999999999999, 0.6437504798464478, 0.5299999999999999, 0.48499999999999993, 0.49499999999999994, 0.285, 0.24499999999999997, 0.26499999999999996, 0.12999999999999998, 0.5299999999999999, 0.24499999999999997, 0.4699999999999999, 0.48499999999999993, 0.03489443378119001, nan, nan]",0.6873459815979004,95.35125088691711
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.009695580692887827,0.1225328947368421,0.13898026315789475,"[0.6208881578947368, 0.9999999999999999, 1.0, 0.5254934210526316, 0.9999999999999999, 0.9999999999999999, 0.4087171052631579, 0.5148026315789473, 0.48519736842105265, 0.8643092105263157, nan, nan, nan]","[0.2607648026315791, 0.5149999999999999, 0.1210074013157895, 0.1270148026315792, 0.23746710526315798, 0.48999999999999994, 0.05986842105263165, 0.5016282894736841, 0.12426809210526318, 0.24065789473684274, nan, nan, nan]",0.1077718734741211,17.177374124526978
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.020144317498496683,0.5,0.5201443174984967,"[1.0, 1.0, 0.5201443174984967, 1.0, 0.5201443174984967, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5201443174984967, 0.5201443174984967, 1.0, 1.0, 0.5201443174984967, 1.0, 0.5201443174984967, 0.5201443174984967, nan]","[0.01, 0.13, 0.5004028863499699, 0.295, 0.11719783523752253, 0.505, 0.2569963920625376, 0.045, 0.13, 0.135, 0.12, 0.49979855682501473, 0.25739927841250754, 0.065, 0.2435898977751053, 0.04540288634996994, 0.52, 0.4993956704750449, 0.01760072158749248, nan]",0.161268949508667,15.911051034927368
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,4,2.0,2.0,0.0,2,0.18789232294947977,0.15049928673323823,0.5748930099857347,"[1.0, 1.0, 1.0, 0.8758915834522111, 0.6990014265335236, 1.0, 0.5748930099857347, 1.0, 1.0, 0.8516405135520684]","[0.28325962910128416, 0.28412268188302403, 0.6400142653352344, 0.00984308131241084, 0.07579885877318115, 1.0, 0.04536376604850216, 0.048138373751783176, 0.04432239657631954, 0.056975748930099865]",0.2027149200439453,19.32351779937744
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,13,4.0,4.0,0.0,4,0.02756348730677788,0.07027027027027027,0.11711711711711711,"[1.0, 0.28378378378378377, 1.0, 0.5459459459459459, 0.5018018018018018, 1.0, 1.0, 0.5081081081081081, 0.5261261261261261, 1.0, 1.0, nan]","[0.26, 0.050680180180180195, 0.225, 0.4963243243243244, 0.5002162162162161, 0.55, 0.24, 0.5008918918918921, 0.17642342342342354, 0.23, 1.0, nan]",0.6607451438903809,110.09056496620178
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.022550759367093304,0.25,0.2815126050420168,"[1.0, 1.0, 0.5364145658263305, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5266106442577031, 1.0, 1.0, 1.0, 1.0, 0.5364145658263305]","[0.7680392156862752, 0.7514705882352948, 0.25496498599439776, 0.6479411764705872, 0.772773109243698, 0.7467366946778717, 0.3850560224089634, 0.6449579831932765, 0.7467366946778716, 0.6156092436974774, 0.5074509803921566, 0.7396358543417368, 0.4045028011204477, 0.7514705882352947, 0.4445518207282911, 0.4981792717086834]",0.17397093772888184,27.818616151809692
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,6,4.333333333333333,4.0,1.7950549357115013,8,0.07859329446816721,0.1930171277997365,0.24462011418533158,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8458498023715415, 0.8458498023715415, 1.0, 0.8458498023715415, 1.0, 1.0, 1.0, nan]","[0.7114361001317517, 0.683807641633728, 0.6838076416337278, 0.47474308300395285, 0.3281357048748355, 0.5449604743083003, 0.5257048748353096, 0.708366271409749, 0.7145059288537542, 0.3533509003074219, 0.6930171277997355, 0.12114624505928853, 0.31272068511198975, 0.6776679841897227, 0.3651251646903825, 0.6899472990777332, 0.3844400527009226, 0.6991567852437413, nan]",0.6105070114135742,95.41699600219727
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,5,1.0,1.0,0.0,1,0.09858850251330227,0.2376521116678597,0.2734430923407301,"[0.5110952040085899, 0.4889047959914102, 0.2734430923407301, 0.5110952040085899, 0.7738010021474588, 0.5110952040085899, 0.5003579098067288, 0.4889047959914102, 0.7738010021474588, 0.5110952040085899, 0.5110952040085899, 0.5425912670007158, 0.2734430923407301, 0.2734430923407301, nan]","[0.500554760200429, 0.027623478883321406, 0.1237580529706515, 0.23299928418038657, 0.2498854688618469, 0.4998890479599144, 0.4999856836077308, 0.12089835361488901, 0.12082319255547606, 0.4994452397995706, 0.5007766642806014, 0.011095204008589836, 0.011392269148174658, 0.2518253400143164, nan]",0.9413630962371826,18.36547613143921
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,23,2.652173913043478,1.0,2.6475369300240574,8,0.021645077504394487,0.050102951269732326,0.07481125600549074,"[0.7604667124227866, 0.5305422100205903, 0.6959505833905284, 0.5058339052848319, 0.47975291695264244, 0.8716540837336992, 0.28757721345229925, 0.8359643102264928, 0.4612216884008236, nan, nan, nan, nan]","[0.2944577899794087, 0.19288606726149657, 0.6192175703500328, 0.500175017158545, 0.30090597117364437, 0.3087680164722036, 0.1611393273850378, 0.6273575840768695, 0.15474948524365117, nan, nan, nan, nan]",0.47961902618408203,74.0771222114563
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,7,1.4285714285714286,1.0,0.4948716593053935,2,0.17673659640061468,0.026119402985074626,0.5379353233830846,"[0.7667910447761194, 1.0, 0.5379353233830846, 0.5379353233830846, 1.0, 0.5379353233830846, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5379353233830846, 1.0, 1.0, 1.0, 1.0, 0.7711442786069652]","[0.19385883084577105, 0.4789769900497506, 0.375276741293532, 0.19413868159203979, 0.4025870646766166, 0.37834577114427814, 0.37524253731343227, 0.4006560945273629, 0.07844838308457712, 0.36179415422885536, 0.48465485074626785, 0.41524253731343236, 0.3775870646766165, 0.06958644278606967, 0.35103544776119355, 0.36217350746268606, 0.34872512437810904, 0.1583706467661692]",0.37355494499206543,63.68814206123352
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.003219069127725821,0.01513840830449827,0.022058823529411766,"[1.0, 0.514273356401384, 0.504757785467128, 0.4727508650519031, 0.5155709342560554, 0.5030276816608996, 0.504757785467128, 0.880622837370242, 0.514273356401384, 0.5030276816608996, 0.514273356401384, 0.1448961937716263, 1.0, 0.27119377162629754, 1.0, 1.0, 1.0, 0.7478373702422145, nan, nan, nan, nan, nan, nan]","[0.5199999999999999, 0.49857266435986103, 0.4993814878892732, 0.03245891003460208, 0.5003114186851212, 0.4997880622837363, 0.5000951557093428, 0.24081314878892726, 0.5000000000000001, 0.5001211072664353, 0.4997145328719719, 0.06620025951557082, 0.5249999999999999, 0.24912629757785493, 0.575, 0.5549999999999999, 0.4599999999999999, 0.25025951557093407, nan, nan, nan, nan, nan, nan]",1.7603340148925781,305.94052386283875
